section_id,prompt_hash,text_hash,country,hdi_group,hdi_rank,hdi_value,requested_page_type,source_page_type,qid_anchor,qid_page,lang,title,pageid,url,section_index,section_index_num,heading,n_chars,sample_reason,k_target,k_available,model,ts_utc,frame,confidence,topic,evidence_spans,notes
804304326394703ecb8b6f9bf6424fd41f19dbc0,8841b2bd8f13b568c1bae4dffcb1b583568eea4f,fefd8d6bc3e426e472bc776cba620d3da5215e04,Afghanistan,bottom20_developing,181,,economy,economy,Q1974854,Q1974854,fr,Économie de l'Afghanistan,2130570,https://fr.wikipedia.org/wiki/%C3%89conomie_de_l%27Afghanistan,23,23,L’ampleur du trafic d’opium,1209,nonlead_upto_k=3,3.0,19.0,gpt-4o-mini,2026-01-20T19:33:49.055160,conflict,0.9,economy,"[""L’ opium fait aujourd’hui vivre plus de 2 millions d’Afghans et génère des recettes évaluées à 2,5 milliards de dollars."", ""Cette incapacité sert les Talibans qui, en captant une partie de l’argent financent leur guérilla contre le pouvoir en place.""]",Le texte met en avant le lien entre l'économie de l'opium et le conflit avec les Talibans.
e9210d5ba71cafbce6b2f9059fd9ad9dae7c2986,ea519207b519c9189154f0678d9229e0d9a5ff6e,a50d33ee7e7d1b2968cc4384ff99d93d5957ae55,Afghanistan,bottom20_developing,181,,economy,economy,Q1974854,Q1974854,ru,Экономика Афганистана,1496046,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,0,0,__LEAD__,455,lead,,,gpt-4o-mini,2026-01-20T19:33:52.601034,conflict,0.9,economy,"[""Политические потрясения, гражданские войны и иностранные военные интервенции негативно сказались на экономике страны."", ""Афганистан — слаборазвитое аграрное государство.""]",The text emphasizes the impact of conflict on the economy.
768a1b19e37d0845327a457a8229c587b07274c0,cdb9701c6c5fbb2b5c30a8cdd4cadbcd68a2a6e6,0f81c40e3c37ebd63c26f69a0e39f78a15a52d3f,Afghanistan,bottom20_developing,181,,economy,economy,Q1974854,Q1974854,ru,Экономика Афганистана,1496046,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,1,1,Обзор,3302,nonlead_upto_k=3,3.0,13.0,gpt-4o-mini,2026-01-20T19:33:56.234452,conflict,0.9,economy,"[""многие безработные присоединяются к финансируемым из-за рубежа группировкам боевиков или к миру преступности"", ""ВВП в 2021 году — менее 20 млрд долл. (не считая 0,3-1,6 млрд, которые талибы зарабатывают в криминальных отраслях)""]","Секция акцентирует внимание на экономических трудностях, связанных с конфликтом и преступностью."
86ff02ccded0dfe8b2bf491b799b4f9c1e0b7f30,0fbe5c5437f5a11af237cae3e7285b0c970544af,02a8e93af28d20b40109ca044bcae9a7445578f3,Afghanistan,bottom20_developing,181,,economy,economy,Q1974854,Q1974854,ru,Экономика Афганистана,1496046,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,9,9,Горнодобывающая,1024,nonlead_upto_k=3,3.0,13.0,gpt-4o-mini,2026-01-20T19:34:00.386529,neutral,0.5,economy,"[""В недрах страны имеются небольшие запасы каменного угля , железной , марганцевой и медной руд, гипса , свинца , цинка , золота , серы ,"", ""Перспективы добычи полезных ископаемых в Афганистане затруднены отсутствием необходимой для этого транспортной инфраструктуры.""]",brief
47b343213c50e35911cfebefa54f7a861031a775,e3032364ebfa23057a27dd8303b1098c68fe458b,d14f894cfe6186cc35cd7103055e444501c7c35a,Afghanistan,bottom20_developing,181,,economy,economy,Q1974854,Q1974854,ru,Экономика Афганистана,1496046,https://ru.wikipedia.org/wiki/%D0%AD%D0%BA%D0%BE%D0%BD%D0%BE%D0%BC%D0%B8%D0%BA%D0%B0_%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD%D0%B0,10,10,Обрабатывающая,2276,nonlead_upto_k=3,3.0,13.0,gpt-4o-mini,2026-01-20T19:34:03.987457,conflict,0.8,economy,"[""После 20 лет войны фактически все отрасли промышленности были разрушены."", ""Строительство газопровода из Туркменистана... было заморожено из-за неустойчивой политической обстановки.""]",Основное внимание уделяется последствиям войны для экономики.
ab21d392ee88049846da6c166ea39aecfe240d51,6d429e76151835433d410597c9ef4d2a04c3c228,8d067cc188b250e8f5f5f2c6e6c7edf5b5374efc,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,en,Afghanistan,737,https://en.wikipedia.org/wiki/Afghanistan,0,0,__LEAD__,4369,lead,,,gpt-4o-mini,2026-01-20T19:34:06.491273,conflict,0.9,history,"[""Afghanistan's history has been dominated by extensive warfare, including coups, invasions, insurgencies, and civil wars."", ""The Taliban returned to power in 2021 after capturing Kabul, ending the 2001–2021 war.""]","The section emphasizes Afghanistan's history of conflict and warfare, making it the dominant framing."
1bb7dafb665167eedf7834c885a41f89f48d5f6b,fe64ad82f0001a6920b5d12c3899aaefea5cebbc,01d00985b1d86d66c48741d180b08f2df1db33a7,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,en,Afghanistan,737,https://en.wikipedia.org/wiki/Afghanistan,2,2,History,60201,nonlead_upto_k=3,3.0,43.0,gpt-4o-mini,2026-01-20T19:34:09.437135,neutral,0.5,history,"[""Excavations of prehistoric sites suggest that humans were living in what is now Afghanistan at least 50,000 years ago."", ""The region at the time was referred to as Ariana.""]",The section provides a historical overview without a clear emphasis on conflict or development.
0aa80fd5eb3e81be9019114012ba58b0a57a1ca3,10c864b519c091e4590eda17da0c8edb1de6e25b,fd8221018be111b74fe6772b137c8205f5e392bf,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,en,Afghanistan,737,https://en.wikipedia.org/wiki/Afghanistan,4,4,Medieval period,8026,nonlead_upto_k=3,3.0,43.0,gpt-4o-mini,2026-01-20T19:34:12.926532,conflict,0.9,history,"[""some of the native inhabitants they encountered accepted it while others revolted."", ""His troops are said to have annihilated the Khwarazmian cities of Herat and Balkh.""]",The section emphasizes conflicts and conquests throughout the medieval period.
935305420509791b89dcf6605f688a649c16c04e,9875247ae214baf986fc9af02fa5b40d93460eea,6aabd20555367c0f8938ab3585d09a0ea6bc7809,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,en,Afghanistan,737,https://en.wikipedia.org/wiki/Afghanistan,23,23,Mining,5947,nonlead_upto_k=3,3.0,43.0,gpt-4o-mini,2026-01-20T19:34:16.070808,development,0.9,economy,"[""the biggest foreign investment and private business venture in Afghanistan's history."", ""this will become the backbone of the Afghan economy""]",The section emphasizes economic potential and development through mining resources.
f760e96be4c65f99fca1309122eb2e4921fa21aa,a133d87b25fe85914e72d6a306a1e9e9553fcdbd,3306230b32f25b71190d50c035ede3d7166972ca,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,es,Afganistán,39,https://es.wikipedia.org/wiki/Afganist%C3%A1n,0,0,__LEAD__,1764,lead,,,gpt-4o-mini,2026-01-20T19:34:18.356067,neutral,0.5,history,"[""La particular situación geográfica de Afganistán lo ha convertido en un lugar de encuentro de imperios y civilizaciones."", ""La historia del territorio que ocupa hoy Afganistán es vasta, hay indicios de quienes habitaron estas tierras desde la época de la Prehistoria.""]",brief
6206bfb98f6dad54c28eb9063a495a455f369bec,dba56c5de40f554b84169db2e67f94575615abcc,41599a7f7b35881936358127f8ab2b2c795483a8,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,es,Afganistán,39,https://es.wikipedia.org/wiki/Afganist%C3%A1n,18,18,Geografía,1331,nonlead_upto_k=3,3.0,30.0,gpt-4o-mini,2026-01-20T19:34:21.244730,neutral,0.9,other,"[""Afganistán posee una superficie de 652 230 kilómetros cuadrados, ​ de los cuales aproximadamente el 75 % es montañoso."", ""El clima puede catalogarse como continental extremo, con escasas precipitaciones.""]",La sección es principalmente descriptiva sobre la geografía del país.
3fb7c8ae629a11dbedcea0142ab64d8e0f1af53c,151b82aa19bdcbeee0864787ed3b1528098f1940,e03d80f5d3953c3c65a59a624029aa6c9e2bf6e1,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,es,Afganistán,39,https://es.wikipedia.org/wiki/Afganist%C3%A1n,19,19,Economía,8839,nonlead_upto_k=3,3.0,30.0,gpt-4o-mini,2026-01-20T19:34:24.147425,conflict,0.9,economy,"[""la economía afgana tiene muy bajo desarrollo debido a la situación de guerra permanente"", ""La mayoría de la población sufre de insuficiencia de comida, vestido, vivienda, atención médica y otros problemas, todo esto empeorado por operaciones militares""]",El texto enfatiza la pobreza y los problemas económicos relacionados con el conflicto y la inestabilidad.
b5dddf1bf0f894e88105925e44fdec68c2c258ca,fccff74516f190ba8595a339bde8b6c689b6a2be,a8e54c416fc05cb740e48f61d3c97ea9bc0b5bb3,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,es,Afganistán,39,https://es.wikipedia.org/wiki/Afganist%C3%A1n,27,27,Transporte,2661,nonlead_upto_k=3,3.0,30.0,gpt-4o-mini,2026-01-20T19:34:27.810320,conflict,0.8,other,"[""suspendidos los vuelos civiles en el aeropuerto de Kabul, tras la ocupación militar de las instalaciones"", ""tras la toma de Kabul por las fuerzas que derrocaron el gobierno de Ashraf Ghani""]",El texto enfatiza la interrupción de servicios de transporte debido a la ocupación y el conflicto político.
b412d4bf3db05c0450f97fb12c75e53c7f984ee6,5745755e52430125f40be0dfea23a0a78e1ef1b8,43dfb01c6fc633f7c58ccb3f1e8b08d8358846b0,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,fr,Afghanistan,23,https://fr.wikipedia.org/wiki/Afghanistan,0,0,__LEAD__,4167,lead,,,gpt-4o-mini,2026-01-20T19:34:32.863329,conflict,0.9,security,"[""l'Afghanistan a connu plusieurs décennies de guerres ininterrompues"", ""les talibans poursuivent cependant une longue guérilla""]",Le texte met fortement l'accent sur les conflits armés et l'instabilité en Afghanistan.
7d9f4a03fe7a2eb0246dd77f075a45b1f753635d,8438ab9c67ce182d9423270d7a023e3b0d2543a8,58c1446dd253ab998fcc7ad8ece693dc33cdc0b7,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,fr,Afghanistan,23,https://fr.wikipedia.org/wiki/Afghanistan,10,10,Histoire contemporaine,21574,nonlead_upto_k=3,3.0,37.0,gpt-4o-mini,2026-01-20T19:34:35.580929,conflict,0.9,history,"[""L’ Union soviétique fomente un nouveau coup d’État le 28 décembre 1979 afin de permettre à Babrak Karmal ..."", ""Une vive résistance se met en place face à un occupant soviétique qui ne s’attendait pas à une telle réaction.""]","Le texte met fortement l'accent sur les conflits, les coups d'État et la résistance armée."
364b5a85d4d854223b4b839a056c377dab730a7a,8ca33f3b2acf7a15ea238e70451b1c64ad356caf,39e3b7624e8983fad5168530760c7ec702add6f4,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,fr,Afghanistan,23,https://fr.wikipedia.org/wiki/Afghanistan,17,17,Historique,2862,nonlead_upto_k=3,3.0,37.0,gpt-4o-mini,2026-01-20T19:34:38.682113,development,0.9,governance,"[""La politique intérieure du cabinet Karzaï est fondée sur un plan de reconstruction élaboré conjointement par ARTF et plusieurs ministères clés."", ""Cette stratégie semble porter ses fruits.""]",Le texte met l'accent sur la reconstruction et le développement institutionnel après les accords de Bonn.
e9c9f734c768b09d0de6efc8c2e6de9fcee625c1,c9f727df3d423beb0b9dc333f543819c5a2dd65e,e606c50eaebee6ac3549591198a3a8a4dd74127b,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,fr,Afghanistan,23,https://fr.wikipedia.org/wiki/Afghanistan,22,22,Eau,741,nonlead_upto_k=3,3.0,37.0,gpt-4o-mini,2026-01-20T19:34:41.916622,neutral,0.6,other,"[""Le pays contient en son centre un massif montagneux qui culmine à plus de 7 000 mètres d'altitude appelé Hindou Kouch."", ""Les problèmes de sécheresse sont essentiellement dus à l'absence d'un système d'irrigation efficace.""]",Le texte est principalement descriptif sans emphase claire sur le conflit ou le développement.
e6e99d31650c0773c8e8e459db6c192b5015e56b,7c1982e0f66039ec4fc89e97ae4e5e31c44ec004,9f39b62ef319d333040f60ba831c3195ba37ba01,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,ru,Афганистан,1116,https://ru.wikipedia.org/wiki/%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD,0,0,__LEAD__,4298,lead,,,gpt-4o-mini,2026-01-20T19:34:48.038482,conflict,0.9,history,"[""Афганистан неофициально называют «кладбищем империй», поскольку страна на протяжении всей своей истории становилась местом военных действий."", ""В результате Третьей англо-афганской войны в 1919 году Афганистан перестал быть зависимым от иностранного влияния.""]",Основное внимание уделяется конфликтам и войнам в истории Афганистана.
93f054e5bd4f5feabf16b9dc68bb0e0ac2e41158,f2390caf2b14d4db89a39c5b84b20c8f6c2a1b13,06a9a8c585a1e6110c28cc53a541ac879b5f6bc3,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,ru,Афганистан,1116,https://ru.wikipedia.org/wiki/%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD,3,3,Рельеф,1261,nonlead_upto_k=3,3.0,25.0,gpt-4o-mini,2026-01-20T19:34:51.636837,neutral,0.9,other,"[""Территория Афганистана располагается в северо-восточной части Иранского нагорья."", ""На юге и востоке её окаймляют горные системы: Паропамиз, Гиндукуш.""]",описательный текст о рельефе страны
fe9cc255177bc73d9bd2a714bd0579c45b8112b5,706c54b2e188ce014b74b03c0d02d36a109e2836,2cbe49631cdac0aa77882b22b88d197eff256b49,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,ru,Афганистан,1116,https://ru.wikipedia.org/wiki/%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD,27,27,Экономика,12283,nonlead_upto_k=3,3.0,25.0,gpt-4o-mini,2026-01-20T19:34:55.053155,conflict,0.9,economy,"[""Афганистан — слаборазвитое аграрное государство."", ""Талибан и другие антиправительственные группировки участвуют непосредственно в производстве опиума.""]",Секция акцентирует внимание на производстве наркотиков и его связи с конфликтом.
f9db4dcc18b5825cd5808ab2fb720128e092b814,1e31ed1bb0f82f5248ed2eddab33daa7fedf5767,2d57f73a816bccd1695f0024c45b10e22916199d,Afghanistan,bottom20_developing,181,,main,main,Q889,Q889,ru,Афганистан,1116,https://ru.wikipedia.org/wiki/%D0%90%D1%84%D0%B3%D0%B0%D0%BD%D0%B8%D1%81%D1%82%D0%B0%D0%BD,31,31,Ожидаемая продолжительность жизни,476,nonlead_upto_k=3,3.0,25.0,gpt-4o-mini,2026-01-20T19:34:57.922094,neutral,0.6,other,"[""Афганистан на 2023 год занимает последнее место в мире (241-е место в справочнике ЦРУ по странам мира) по ожидаемой продолжительности жизни"", ""как по общей, так для мужчин и для женщин""]",информация о продолжительности жизни без акцента на конфликт или развитие
36e45ecb30edb2b3b1f8ad356b65315a42572e47,edb81b8d8f2f2f181130e96393a1d658e036911c,65249cf8a668417aac8224753dabc06209c17ea8,Afghanistan,bottom20_developing,181,,politics,politics,Q108907486,Q108907486,en,Politics of Afghanistan,68683170,https://en.wikipedia.org/wiki/Politics_of_Afghanistan,0,0,__LEAD__,970,lead,,,gpt-4o-mini,2026-01-20T19:35:00.621253,conflict,0.9,governance,"[""Afghanistan has been unstable for decades, with frequent coups, civil wars, and violent transfers of power."", ""Dissent is not permitted, and politics are mostly limited to internal Taliban policy debates and power struggles.""]","The text emphasizes instability, violence, and authoritarian governance."
f02d537c78be5c22a3a83662152e912bdb02f921,adea4df2936782bc2fd6a1796640841fd3b061fc,f4964da1ae81ba0745b836f6602892a0deb67b2d,Afghanistan,bottom20_developing,181,,politics,politics,Q108907486,Q108907486,en,Politics of Afghanistan,68683170,https://en.wikipedia.org/wiki/Politics_of_Afghanistan,4,4,Institutions,5519,nonlead_upto_k=4,4.0,11.0,gpt-4o-mini,2026-01-20T19:35:03.573261,conflict,0.9,governance,"[""the council itself was also the executive body of the Taliban during the War in Afghanistan"", ""the Taliban had previously stated that they wanted to form an inclusive government""]","The section discusses the Taliban's governance structure and its historical context, emphasizing the conflictual nature of its rule."
a6c3689e391ab35a7277aa90e980fdbb3fa0c4e6,62887e968807212999d227b7d74a6dfc461e5c63,c8dc31b1541e16d6179a93d26b33752a28db944a,Afghanistan,bottom20_developing,181,,politics,politics,Q108907486,Q108907486,en,Politics of Afghanistan,68683170,https://en.wikipedia.org/wiki/Politics_of_Afghanistan,5,5,Supreme Leader,1274,nonlead_upto_k=4,4.0,11.0,gpt-4o-mini,2026-01-20T19:35:07.201177,neutral,0.6,governance,"[""Hibatullah Akhundzada is the supreme leader of Afghanistan, having authority on all political, military, and religious decisions."", ""The Rahbari Shura in conjunction with Akhundzada appoints individuals to key positions within the cabinet.""]",The section primarily describes the role and authority of the supreme leader without a clear emphasis on conflict or development.
f84739557231861115cad04869c595d125d33da1,c894adaf45e175233dca765a15d2e226aad24282,aff7cd40de3a94c5b1b3ba06fdf2e3b969741c68,Afghanistan,bottom20_developing,181,,politics,politics,Q108907486,Q108907486,en,Politics of Afghanistan,68683170,https://en.wikipedia.org/wiki/Politics_of_Afghanistan,10,10,Recognition and relations,698,nonlead_upto_k=4,4.0,11.0,gpt-4o-mini,2026-01-20T19:35:10.390496,conflict,0.9,governance,"[""Afghanistan's envoy to the United Nations has requested that the international community not recognise the new government."", ""The Taliban seeks such recognition, and it has not yet received this.""]",The section emphasizes the conflict over recognition of the Taliban government.
3a0085ea2f682127462ecb347d78e244bb1b39df,162392819b68d637898833df0222a30445e6bfc5,c4376a5349ac53a41d684869b77d7fcbd78905fb,Afghanistan,bottom20_developing,181,,politics,politics,Q108907486,Q108907486,en,Politics of Afghanistan,68683170,https://en.wikipedia.org/wiki/Politics_of_Afghanistan,11,11,Factionalism,468,nonlead_upto_k=4,4.0,11.0,gpt-4o-mini,2026-01-20T19:35:12.793022,conflict,0.9,governance,"[""there have been reports of factionalism and infighting among various camps of the Taliban"", ""Factions involved include both political moderates, religious fundamentalists, jihadists, and the Haqqani network""]",The text emphasizes internal conflict and power struggles within the Taliban.
a0a73c21d6527087b24770987f0a18edcd885bb8,5fff3613b57d765d9fe94b21e378a740834138dc,3306230b32f25b71190d50c035ede3d7166972ca,Afghanistan,bottom20_developing,181,,politics,main,Q108907486,Q889,es,Afganistán,39,https://es.wikipedia.org/wiki/Afganist%C3%A1n,0,0,__LEAD__,1764,lead,,,gpt-4o-mini,2026-01-20T19:35:16.559554,neutral,0.5,history,"[""La particular situación geográfica de Afganistán lo ha convertido en un lugar de encuentro de imperios y civilizaciones."", ""La historia del territorio que ocupa hoy Afganistán es vasta, hay indicios de quienes habitaron estas tierras desde la época de la Prehistoria.""]",brief
72464e38b3d1cfaab617d8995024c69a7cc734f0,9f9d14bc50f5faa6cf5f213db4651ba7085fdecb,42bc874ce273e3f989d0ffd72fcfdae17de112b0,Afghanistan,bottom20_developing,181,,politics,main,Q108907486,Q889,es,Afganistán,39,https://es.wikipedia.org/wiki/Afganist%C3%A1n,10,10,Gobierno de Najibulá y guerra civil,4192,nonlead_upto_k=4,4.0,3.0,gpt-4o-mini,2026-01-20T19:35:19.276025,conflict,0.9,governance,"[""las grandes ciudades pasaron a estar controladas por el régimen, en tanto que el campo lo estaba por los muyahidines."", ""los enfrentamientos entre milicias fundamentalistas y fuerzas gubernamentales causaron más de 2000 muertos.""]",El texto se centra en la inestabilidad política y los conflictos armados en Afganistán durante el gobierno de Najibulá.
124fd3bf05b62c64df64d889e11c4a460cc04340,bec7f5371c5cd3647333a6496d47b0eab13f7b7e,f2556fa51b03df18dce1905371b315eb1f0ffa66,Afghanistan,bottom20_developing,181,,politics,main,Q108907486,Q889,es,Afganistán,39,https://es.wikipedia.org/wiki/Afganist%C3%A1n,15,15,Gobierno y política,9575,nonlead_upto_k=4,4.0,3.0,gpt-4o-mini,2026-01-20T19:35:22.678153,conflict,0.9,rights,"[""Afganistán es considerado el país más peligroso del mundo para las mujeres."", ""El 80 % de las mujeres sufre violencia doméstica, conducta que no está penada en Afganistán.""]",El texto enfatiza la violencia y la represión de los derechos de las mujeres bajo el gobierno talibán.
